Author_id,Author
4420,Lisa Gornick
4421,Betsy Carter
4422,Kyle Mills
4423,Martin J. Smith
4424,Thomas French
4425,Nancy Taylor Rosenberg
4426,Shelby Yastrow
4427,Stanley Pottinger
4428,Amanda Ashley
4429,David Wiltse
4430,Sonia Icilyn
4431,Mccoy Judi
4432,Charlaine Harris
4433,Suzanne Forster
4434,Alton Gansky
4435,Philip Kerr
4436,Stef Ann Holm
4437,Julian Symons
4438,Better Homes And Gardens Books
4439,Linda Hallam
4440,Swami Prabhavananda
4441,Frederick Manchester
4442,G &Amp; R Publishing
4443,Claire Folkard
4444,Abby Kanter
4445,Raymond Pierson
4446,Phil Gross
4447,Mike Gross
4448,Nilo Cruz
4449,Reed Arvin
4450,David Rosenfelt
4451,Giles Blunt
4452,Stephen Frey
4453,Austin Clarke
4454,Sue Henry
4455,James W. Hall
4456,Virginia Lanier
4457,James Grippando
4458,Stephen J. Cannell
4459,Stephen Cannell
4460,Robin  Cook
4461,Shane And Sheridan
4462,Jim. Screenplay Based On The B
4463,Hugh Cook
4464,Alien Stevens
4465,John J. Nance
4466,Matthew Reilly
4467,William Kent Krueger
4468,Michael Macdonald Mooney
4469,Allen Drury
4470,Michael Darkow
4471,Maria Elena Morgan
4472,Murray Bail
4473,Jim Karas
4474,Gay Hendricks
4475,Marilyn Vos Savant
4476,Curl
4477,Martin V. Riccardo
4478,Jana Marcus
4479,Katherine Ramsland
4480,Ruth Maran
4481,Gail Tsukiyama
4482,Jeanne Kalogridis
4483,Andrew X. Pham
4484,Catharina Day
4485,Malika Oufkir
4486,Michele Fitoussi
4487,Ros Schwartz
4488,Mckay Jenkins
4489,Patricia Wynn
4490,William Cohen
4491,Theresa Foy Digeronimo
4492,Michael Alexander
4493,Kjersti Hoff Baez
4494,Ray Grigg
4495,Peter Albano
4496,Rod R. Butterworth
4497,Mickey Flodin
4498,Andrea Boeshaar
4499,Jane Orcutt
4500,Ashley Mcconnell
4501,Margaret; Williams
4502,Michael; Hickman
4503,Tracy; Copyr
4504,R.A. Salvatore
4505,Lucretius
4506,Ronald E. Latham
4507,John Godwin
4508,Horace
4509,W. G. Shepherd
4510,Peter Mansfield
4511,Paul Halpern
4512,James Lowder
4513,John Keegan
4514,G. Lee Bowie
4515,Robert C. Solomon
4516,Meredith W. Michael
4517,Bill Pogue
4518,Rachel Bell
4519,Howard Peiper
4520,David Norbrook
4521,H. R. Woudhuysen
4522,Alice Notley
4523,L. E. Modesitt Jr.
4524,Rosemary  Edmonds
4525,Gerard Del Re
4526,Patricia Del Re
4527,Taisha Abelar
4528,Carlos Casteneda
4529,Michele Jamal
4530,Duong Thu Huong
4531,Phan Huy Duong
4532,Nina Mcpherson
4533,Emrys Jones
4534,Michael Tanner
4535,John T. Lawrence
4536,Frederick Busch
4537,Ian Kellam
4538,Nien Cheng
4539,Annie Dillard
4540,Ann Hood
4541,P J O'Rourke
4542,Antonio Skarmeta
4543,Katherine Silver
4544,Pat Barker
4545,Martina Devlin
4546,Sandra Felton
4547,Rose Marie Nichols Mcgee
4548,Maggie Stuckey
4549,Linda Yang
4550,Alice Borchardt
4551,Marcelle Karp
4552,Debbie Stoller
4553,Inga Muscio
4554,Caroline G. Mercer
4555,Kylie Adams
4556,Sherryl Woods
4557,Christie Ridgway
4558,Patricia Cabot
4559,Donna Gillespie
4560,Beverly Brandt
4561,Lori Schiller
4562,Amanda Bennett
4563,John Milton
4564,Christopher Ricks
4565,Upton Sinclair
4566,Morris Dickstein
4567,Matthew J. Bruccoli
4568,Edmund Wilson
4569,Harold M. Silverman
4570,Henry Blackaby
4571,Richard Blackaby
4572,Silver Ravenwolf
4573,Merlin Stone
4574,Matthew Ward
4575,Christopher Hammond
4576,John Hawkes
4577,Lindsay Faith Rech
4578,Steffie Hall
4579,Elizabeth Young
4580,Paul Rogat Loeb
4581,Alex Kava
4582,Alan Lightman
4583,Josephine Tey
4584,Todd Komarnicki
4585,Tina Wainscott
4586,Stephen Wright
4587,Joanne M. Dochterman Phd  Rn  Faan
4588,Gloria M. Bulec
4589,Elizabeth Jolley
4590,D. C. Brod
4591,John R. Riggs
4592,Gerald Petievich
4593,Charlotte Macleod
4594,Jonathan Havard
4595,Neil Shulman
4596,Nei Shulman
4597,Peter Bebrandt
4598,Joseph Wambaugh
4599,Ed Greenwood
4600,Ursula Leguin
4601,Richard Hescox
4602,Kirk Douglas
4603,Glenn Dakin
4604,Jeffrey Robinson
4605,Pierre Barbéris
4606,Richard Bohringer
4607,Andreï Kourkov
4608,Nathalie Amargier
4609,Christine Angot
4610,Zoé Valdés
4611,Djian
4612,W &Amp; M Hoffer
4613,Vitaliano Brancati
4614,Patrick Creagh
4615,Patrick Suskind
4616,Susan Hubbard
4617,Thomas Noguchi
4618,A. Lyons
4619,Andrea Camilleri
4620,Stephen Sartarelli
4621,Patrick Mccabe
4622,J.P. Carasso
4623,Alan Vanneman
4624,Jean Hager
4625,Odo Hirsch
4626,Glen Cook
4627,Jonathan Barry
4628,Jim Silke
4629,Rebecca Bradley
4630,Terry Mcgarry
4631,Mindy L. Klasky
4632,Nancy Mckenzie
4633,Karin Lowachee
4634,K.W. Jeter
4635,Vivian Schilling
4636,W. Steven Brown
4637,Sharon Schulze
4638,Stanley Smith
4639,Tom Bullimore
4640,Derrick Niederman
4641,Hy C
4642,Elizabeth Mcgregor
4643,Ron Koertge
4644,Miguelanxo Prado
4645,Margaret Sayers Pe
4646,David Calder
4647,Stieg Retlin
4648,Pam Munoz Ryan
4649,Gerald L. Holmes
4650,Tasha Tudor
4651,Dean Hughes
4652,Janet Quin-Harkin
4653,Jane Harrington
4654,Joan Aiken
4655,Pat Marriott
4656,Robert C. O'Brien
4657,Zena Bernstein
4658,Nick West
4659,Colleen O'Shaughnessy Mckenna
4660,Katherine Coville
4661,James Fenimore Cooper
4662,Irene Hunt
4663,Felice Holman
4664,Paul O. Zelinsky
4665,Lisa Norby
4666,Fernado Fernandez
4667,Rick North
4668,Mildred D. Taylor
4669,Robin Lawrie
4670,Leo And Diane Dillon
4671,Katherine Neville
4672,Monica Hughes
4673,Cameron Dokey
4674,Ellen Reymes
4675,Deborah Gregory
4676,Eliza Willard
4677,Andrew Matthews
4678,Girling
4679,Otto M. Frank
4680,Mirjam Pressler
4681,Susan Mas
4682,Stedman Graham
4683,Michel Houellebecq
4684,Frank Wynne
4685,Deborah Morgan
4686,Daniel W. Patterson
4687,Jean Ritchie
4688,Matt Groening
4689,Josie Lloyd
4690,Emlyn Rees
4691,Germaine Greer
4692,Henry Root
4693,Paul M. Angle
4694,Florence Scovel-Shinn
4695,Terry Alford
4696,Diana Culbertson
4697,Tim Wynne-Jones
4698,Brian Doyle
4699,Karleen Bradford
4700,Martha Brooks
4701,Diane Schoemperlen
4702,Christina Schwarz
4703,Molly Jong-Fast
4704,Shirley Jackson
4705,Rosemary Sutcliff
4706,Julie Reece Deaver
4707,Marilyn Butler
4708,Andre Norton
4709,Jacqueline Park
4710,Lindsey Davis
4711,Peter Tremayne
4712,Anne Eliot Crompton
4713,Marcus Stone
4714,John Bowen
4715,Jules Watson
4716,Harris
4717,Angela Doherty
4718,Nicholas Guild
4719,Kim Lewis
4720,Frank Mcdonald
4721,Dell Shannon
4722,Rachel Billington
4723,Iain Finlay
4724,B. Wilson
4725,Ashland Price
4726,Rosemary Edghill
4727,Emma Blair
4728,Matthew Kneale
4729,Marian Thurm
4730,John Peterman
4731,Cynthia Borris
4732,Martin Waddell
4733,Patrick Benson
4734,Ole Risom
4735,Sandra Boynton
4736,P.D. Eastman
4737,David Icke
4738,Rex Gibson
4739,N. Kantaris
4740,P.R.M. Oliver
4741,Dave Stern
4742,Marge Piercy
4743,Craig Nova
4744,Mark Le Fanu
4745,Ulrich Holbein
4746,Mark Childress
4747,Rudolf Hermstein
4748,Gemma Alexander
4749,Patricia Lewin
4750,Marti Leimbach
4751,Romain Gary (Émile Ajar)
4752,Donald J. Sobol
4753,Ted Enik
4754,Sushil Jajodia
4755,V. S. Subrahmanian
4756,Steve Cunningham
4757,Judson Rosebush
4758,Donnie O'Quinn
4759,Stephen Cosgrove
4760,Jesse Liberty
4761,Mark Cashman
4762,Christa Krüger
4763,Doris Dörrie
4764,Fanny Morweiser
4765,Colum Mccann
4766,Donna W. Cross
4767,Wolfgang Neuhaus
4768,Jan Mehlum
4769,Jessica Andersen
4770,Leonard Wolf
4771,A. N. Roquelaure
4772,Barbara Hambly
4773,Prosper Mérimée
4774,Dietrich Schwanitz
4775,Cora Stephan
4776,Gregor Sander
4777,André Gide
4778,Raimund Theis
4779,Christine Stemmermann
4780,Pierre Joffroy
4781,Ulrich Kunzmann
4782,Stefan Zweig
4783,Friederike Mayröcker
4784,Alejo Carpentier
4785,Anneliese Botond
4786,Willy Breinholst
4787,Alan Durband
4788,Jean-Jacques Sempe
4789,Deborah Moggach
4790,Shulamit Lapid
4791,Christopher Dolley
4792,Elinor Lipman
4793,Lucius Shepard
4794,J. K. Potter
4795,Robert Kelley
4796,Walter Pruncel
4797,Klaus Müller
4798,Roberto Calasso
4799,Peter Fitzsimons
4800,Zecharia Sitchin
4801,Penthouse International
4802,Margaret Weis And Tracy Hickman
4803,Louise Voss
4804,Meredith Ann Pierce
4805,Kathryn M. Drennan
4806,W.S. Merwin
4807,Phil Hirsch
4808,Brian Buniak
4809,Deborah Scott
4810,David Poyer
4811,Barbara Seuling
4812,Rebecca O'Connell
4813,Hilary Jenkins
4814,Glen Grant
4815,Harry Crews
4816,Mike Miller
4817,Jan Brett
4818,Jerry W. Ward
4819,Tenaya Darlington
4820,Douglas Pagels
4821,Patricia Wayant
4822,Gary D. Chapman
4823,Larry Burkett
4824,The Editors Of People Magazine
4825,The Editors Of Peop
4826,The Editors Of Entertainment Weekly
4827,The Editors Of
4828,Joe Stahlkuppe
4829,Stormie Omartian
4830,Rita Dove
4831,Jewel
4832,Nikki Giovanni
4833,Tony Medina
4834,Louis Reyes Rivera
4835,Sonia Sanchez
4836,David Lehman
4837,Diana Barron
4838,Kirby Record
4839,Steven Ferry
4840,Tanya Petrovna
4841,Jean Krueger
4842,Joel Brouwer
4843,Donald W. Hayward
4844,Jeannette Eyerly
4845,Bill Buchanan
4846,Kandy Radzinski
4847,Jim Shepard
4848,George C. Williams
4849,William  Shakespeare
4850,A. R. Braunmuller
4851,Stephen  Or
4852,Joel Spring
4853,Rene Chartrand
4854,Patrice Courcelle
4855,Bill Younghusband
4856,Philip Haythornthwaite
4857,Bryan Fosten
4858,Richard Holmes
4859,George Guidall
4860,Dave Marinaccio
4861,Ralph Steadman
4862,Allison Pollack Alexander
4863,Jill Henry
4864,Nancy Block
4865,Janet Leigh
4866,Rachelle Nelson
4867,Charles R. Swindoll
4868,Steve Shagan
4869,Alex Beam
4870,Chris Kenry
4871,G.G. Marquez
4872,Charlotte Bingham
4873,Don Peppers
4874,Martha Rogers
4875,Michael Beres
4876,Kay
4877,Mary Kay Simmons
4878,Kathryn Lynn Davis
4879,P D James
4880,Marsha Boulton
4881,Bill H. Gates
4882,Bryan Cholfin
4883,Edith Pargeter
4884,Katharine Kerr
4885,Hugh Sebag-Montefiore
4886,Michael Lee West
4887,Richard Evans
4888,Rosie Rushton
4889,Dermot Bolger
4890,Pamela Stephenson
4891,Ingrid Weaver
4892,Richard N. Bolles
4893,Gwen Gotsch
4894,Judy Torgus
4895,William Sears
4896,Martha Sears
4897,Vicki Iovine
4898,T. Berry Brazelton
4899,American College Of Obstetricians And Gynecologist
4900,Marvin S. Eiger
4901,Sally Wendkos Olds
4902,Wendy Wray
4903,Roe
4904,Leslie Dunkling
4905,Robin Norwood
4906,Christina Baker Kline
4907,Gale Pryor
4908,Kate White
4909,Jan Guillou
4910,Lieselotte Kolanoske
4911,Michel Faber
4912,Shelomoh Di-Nur
4913,Philip Simpson
4914,Tony Earley
4915,J. P. Donleavy
4916,James Patrick Donleavy
4917,Elliot Banfi
4918,Stuart David
4919,Gay Courter
4920,James R. Kincaid
4921,Beryl Bainbridge
4922,Kirsten Bakis
4923,Bellow
4924,David Almond
4925,Chinua Achebe
4926,Cheryl Ann Costa
4927,Sage
4928,Manjusha Pawagi
4929,Leanne Franson
4930,Thomas E. O'Hara
4931,Stephen Sondheim
4932,James Lapine
4933,Jim Currie
4934,Lauren Slater
4935,John M. Gottman
4936,Joan Declaire
4937,Frederick Lenz
4938,Scott S. Smith
4939,Erika Lopez
4940,Cynthia Macgregor
4941,Gary Mechler
4942,Steven P. Shelov M.D.
4943,Vicki Lansky
4944,Jack Lindstrom
4945,Barry Reed
4946,Thomas Swan
4947,Martin Clark
4948,P. J. Tracy
4949,Tim Dolin
4950,Harley Hahn
4951,Cindy West
4952,Mateu
4953,Justine Fontes
4954,Omar Rayyan
4955,Alice Alfonsi
4956,Bill Wallace
4957,Carol Wallace
4958,Jean Van Leeuwen
4959,Adam Rapp
4960,Nicole Luiken
4961,Nancy Munger
4962,William Heffernan
4963,Norman Kelley
4964,Ruth Birmingham
4965,Paullina Simons
4966,Miriam Therese Winter
4967,Sid Kirchheimer
4968,Tom Magliozzi
4969,Greg Proops
4970,Richard Lederer
4971,Richard Howard
4972,Henry W. Stine
4973,B. B. Jordan
4974,Leora Krygier
4975,David Thompson
4976,Diane Hoh
4977,Hayden Mead
4978,Kevin Jackson
4979,Tim Lebbon
4980,Steven Feinberg
4981,Garfield Reeves-Stevens
4982,Richard L. Mcguire
4983,Robert Poe
4984,Charles Lamb
4985,Paul B. Thompson
4986,Tonya R. Carter
4987,Robert S. Kane
4988,Helen Keller
4989,D. H. Lawrence
4990,Elise Juska
4991,Marangraphics
4992,G. K. Chesterton
4993,Michael Foreman
4994,Robert Van De Castle
4995,Alan M. Dershowitz
4996,Mikal Gilmore
4997,Thomas Moore
4998,Kathy Cronkite
4999,Gertrude Stein
5000,M. C. Hargreaves
5001,Eric Hansen
5002,Harpo Marx
5003,Rowland Barber
5004,Simon Louvish
5005,Arturo Pérez-Reverte
5006,Sonia Soto
5007,Margaret Costa
5008,Aylmer Maude
5009,E.B. Greenwo
5010,Miriam Toews
5011,Patrick Taylor
5012,Fred Stenson
5013,Irene Gut Opdyke
5014,Jennifer Armstrong
5015,Ahdaf Soueif
5016,Aleksandr Solzhenitsyn
5017,Catherine Simmons Niven
5018,Shyam Selvadurai
5019,John Mcgahern
5020,D. M. Thomas
5021,Clyde Edgerton
5022,Grace Maccarone
5023,Kris Lowe
5024,Grace Catalano
5025,Jan Berenson
5026,Rosalind Noonan
5027,Suzy Becker
5028,Gertrude Warner
5029,Jimmy Buffett
5030,Ellie Kay
5031,Maud Hart Lovelace
5032,Lois Lenski
5033,Jaime O'Neill
5034,Rick Carroll
5035,Robert L. Clifton
5036,Alan M. Dahms
5037,Alan Furst
5038,Johnny Cash
5039,Jonny Cash
5040,Patrick Carr
5041,Nicholas Gage
5042,Bette Bao Lord
5043,Blue Balliett
5044,Tom Raabe
5045,Jack Schaefer
5046,Donna Kae Nelson
5047,Debra Kang Dean
5048,Colette Inez
5049,Ross Talarico
5050,Merle Kessler
5051,William Molnar
5052,June Callwood
5053,Daniel Wallace
5054,Robert Bonazzi
5055,John Howard Griffin
5056,John Howard Gri
5057,Terri Blackstock
5058,Beverly Lewis
5059,Pauline Nestor
5060,Alma Bond
5061,Alma H. Bond
5062,Jose Eugenio Soares
5063,Maud Ellmann
5064,Scott Gardiner
5065,John Harvey
5066,Rochelle Majer Krich
5067,Alma Marceau
5068,Heinz Zwack
5069,Larry Berger
5070,Dahlia Lithwick
5071,Indu Sundaresan
5072,E. L. Doctorow
5073,Donald E. Westlake
5074,Chet Williamson
5075,Peter Robinson
5076,Robert W. Walker
5077,Earlene Fowler
5078,Karen Kijewski
5079,Lynda La Plante
5080,Mark T. Sullivan
5081,Susan Wittig Albert
5082,Stuart M. Kaminsky
5083,Linda Davies
5084,Sandra West Prowell
5085,Deborah Crombie
5086,Marianne Wesson
5087,Jeremiah Healy
5088,J. F. Freedman
5089,Kate Wilhelm
5090,Wolf Haas
5091,Walter
5092,Sr. Scott
5093,Anne Newlands
5094,Dave Allan
5095,Matt Kingdon
5096,Kris Murrin
5097,Daz Rudkin
5098,David Hussey
5099,D E Hussey
5100,Eddie Obeng
5101,Storm Constantine
5102,Sue Bishop
5103,Ali Smith
5104,Margaret Burt
5105,Muriel Spark
5106,Marcia Willett
5107,Susan Dunlap
5108,Cathie Pelletier
5109,Joan Johnston
5110,Amos Oz
5111,Nicholas De Lange
5112,Nancy Geary
5113,Jacqueline Navin
5114,Robert Half
5115,Anne Ursu
5116,Constance Allen
5117,Pat Relf
5118,Nancy Stevenson
5119,Mary Pope Osborne
5120,Sal Murdocca
5121,Delores Fossen
5122,Gail Gaymer Martin
5123,Charlotte Douglas
5124,Harry H. Harrison Jr.
5125,J.M. Dillard
5126,David Loughery
5127,Keith Sharee
5128,Sharon Green
5129,A. C. Crispin
5130,Joss Whedon
5131,Mary E. Hunt
5132,Anais Nin
5133,Wendy Pini
5134,Richard Pini
5135,Paul Cowan
5136,Rachel Cowan
5137,Charles Grant
5138,Elizabeth Levy
5139,Bill Basso
5140,Gary Hogg
5141,Agnes Von Kurowsky
5142,Henry Serrano Villard
5143,Ernest He
5144,Katherine Dunn
5145,Brigitte Aubert
5146,Susanne Staatsmann
5147,Irvin D. Yalom
5148,Uda Strätling
5149,Richard Laliberte
5150,Napoleon Hill
5151,James Bovard
5152,Harry Browne
5153,William E. Simon
5154,Linus Torvalds
5155,David Diamond
5156,Ann Durell
5157,Marilyn Sachs
5158,Carl Norac
5159,Claude K. Dubois
5160,Gustav Meyrink
5161,Sam Mcbratney
5162,Mikhail Bulgakov
5163,Mirra Ginsburg
5164,Sean Russell
5165,John Nichols
5166,Chuck Barris
5167,Barbara Haveland
5168,Louise Gherasim
5169,Mcbain
5170,Holly Halverson
5171,Dave Davidson
5172,Beryl Peters
5173,Frankie
5174,Isaak Babel
5175,Corneille
5176,Tim Guenard
5177,Patrick Besnier
5178,Hakan Nesser
5179,Christel Hildebrandt
5180,Ruth Warrick
5181,Don Preston
5182,Shannon Waverly
5183,K. N. Casper
5184,Mackie Shilstone
5185,Susan Floyd
5186,Tom Wilson
5187,Ann Evans
5188,Darlene Graham
5189,Lynnette Kent
5190,Peggy Nicholson
5191,Tara Taylor Quinn
5192,Jennifer Greene
5193,Jackie Merritt
5194,Claire Foshee
5195,Alisa M. Hoffman
5196,Arnold Robbins
5197,Bill Phillips
5198,Michael D'Orso
5199,Lass Small
5200,Kathryn Shay
5201,Stella Bagwell
5202,Lindsay Mckenna
5203,Brenda Novak
5204,Jack L. Chalker
5205,Georges Passelecq
5206,Bernard Suchecky
5207,Linda Nevins
5208,Jonathan Swift
5209,Sasha Miller
5210,Julie Brady
5211,Stewart Lee Allen
5212,Roger Housden
5213,Pierre Desproges
5214,Jonathan Ames
5215,Peter C. Newman
5216,Lien Chao
5217,Jim Wong-Chu
5218,T S Eliot
5219,Rae Lawrence
5220,Mladen Sutej
5221,Catherine George
5222,Marion Lennox
5223,Carol North
5224,Anne Lindsay
5225,Ian S. Graham
5226,Edmund H. Volkart
5227,Satya Das
5228,Jennifer Chiaverini
5229,Arthur C. Clarke (Introduction)
5230,Weigle
5231,Joyce Milton
5232,Larry Schwinger
5233,Sarah Vowell
5234,Deborah Simmons
5235,Rafik Schami
5236,Hans Hermann
5237,Nikolaus Hansen
5238,Carlos Castillo
5239,Martin Scott
5240,Jenny Randles
5241,Will Gatti
5242,Hal B. Pickle
5243,Royce L. Abrahamson
5244,Alice Steinbach
5245,Douglas Clegg
5246,Patrick Chabris Christopher;Wolff
5247,Mike Baker
5248,Walter M. Miller Jr.
5249,H. P. Lovecraft
5250,John Jude Palencar
5251,U.S. Senate Committee On Commerce
5252,Ricia Mainhardt
5253,Keith R.A. Decandido
5254,Louise Rafkin
5255,Randolph Hogan
5256,Norman Manea
5257,Henry Roth
5258,Edith T. Mirante
5259,Katherine Stone
5260,Abraham. Verghese
5261,Edward Deangelo
5262,Diana Ossana
5263,Janice Gray Kolb
5264,Bella Bathurst
5265,Aimee Bender
5266,Sara Davidson
5267,Kristin Hunter Lattany
5268,People For The Ethical Treatment Of Anim
5269,Dennis Cooper
5270,Marlis Weber
5271,Donald Harstad
5272,Rosalyn Mcmillan
5273,Carol Smith
5274,Cecil Foster
5275,Susan S. Kelly
5276,David Storey
5277,Janice Graham
5278,Carolly Erickson
5279,Terence M. Green
5280,Robert Olen Butler
5281,Lam Kam Chuen
5282,Stanley Wynett
5283,Lucy Mead
5284,Dawn Miller
5285,Jay Mohr
5286,Katrina Kenison
5287,L B Greenwood
5288,Jeff Selis
5289,Patrick Mcdonnell
5290,Mark Beckloff
5291,Dan Dye
5292,Hollis Gillespie
5293,Charles
5294,Gina B. Nahai
5295,Ngaio Marsh
5296,Judy Alsager
5297,Silas House
5298,Anne Vipond
5299,Alan Nakano
5300,William Kelly
5301,Mic Defreita
5302,Paige Davis
5303,Loren Lester
5304,Sheryl Bernstein
5305,Marti
5306,Nick. Hornby
5307,Robert Kirschner
5308,Peter (Narrator) Macnichol
5309,Tim Curry
5310,Jill Tanner
5311,Alexandra Ripley
5312,Dixie Carter
5313,James P. Womack
5314,Daniel T. Jones
5315,Helen  Fielding
5316,Susan Donovan
5317,Patricia Heaton
5318,James Wasserman
5319,Joao Aguiar
5320,Peter S. Beagle
5321,Rand Flem Ath
5322,Daniel Easterman
5323,Alex Kerr
5324,アン 松本・スチュワート
5325,Anne Matsumoto Stewart
5326,Joseph Macanthony
5327,S. N. Lewitt
5328,Caiseal Mor
5329,Jill Gregory
5330,Doris Elaine Fell
5331,Joe Coomer
5332,Joan Elliott Pickart
5333,Kristen Heitzmann
5334,Jeff Gomez
5335,Lois Henderson
5336,Lawrence Naumoff
5337,Sigmund Brouwer
5338,Sherrie Lord
5339,Kathleen Morgan
5340,Lois Erickson
5341,John Brady
5342,Thomas O'Hara
5343,Kenneth S. Janke Sr.
5344,Glen David Gold
5345,Paul Meier
5346,Pamela Browning
5347,Tova Mirvis
5348,Rochelle Krich
5349,Jane Shapiro
5350,Bruce Chatwin
5351,Barry Clifford
5352,Phil Georgeff
5353,Jason Wilson
5354,Joe Queenan
5355,Quintin Jardine
5356,Kit Castle
5357,Cara Saylor Polk
5358,August Strindberg
5359,Michael Robinson
5360,Persia Woolley
5361,Aidan Chambers
5362,Shelley Smith
5363,John Buxton Hilton
5364,Brenda Maddox
5365,Bartholomew Gill
5366,Sang Hun Lee
5367,Giles Gordon
5368,Dr. Paul Carus
5369,Henry Lincoln
5370,Leonard Foley
5371,Jovian Weigel
5372,Patti Normile
5373,Dr. Frances Cress Welsing
5374,Aleister Crowley
5375,Roger Sherman Loomis
5376,Jeanne Avery
5377,Lama Surya Das
5378,Breena Clarke
5379,Javier Marías
5380,Alfred Bester
5381,Richard Laymon
5382,Avi
5383,Ulli Günther
5384,Herbert Günther
5385,Conor Cruise O'Brien
5386,Ursula K. Leguin
5387,Jim Hightower
5388,Cheryl Landon
5389,Alexa Hennig Von Lange
5390,Dennis Danvers
5391,Stanley Bing
5392,Carlene Thompson
5393,Krentz
5394,Raymond E. Feist
5395,Danelle Harmon
5396,Debbie Travis
5397,Rebecca Lickiss
5398,Claire Berlinski
5399,Karyn Monk
5400,Casey Claybourne
5401,Kim Barnes
5402,Stephen Hunter
5403,Roisin Mcauley
5404,Jean Hanff Korelitz
5405,Janet Laurel
5406,Hilary Hemingway
5407,Jeffrey P. Lindsay
5408,Craig Holden
5409,Iris Murdoch
5410,Vincent Van Gogh
5411,Ronald De Leeuw
5412,Arnold J. Pomeran
5413,Philip Smith
5414,Nahum N. Glatzer
5415,Dante Alighieri
5416,John Ciardi
5417,Zilpha Keatley Snyder
5418,Steven Spielberg
5419,Elizabeth Hand
5420,Tracie Peterson
5421,Judith Mccoy Miller
5422,Paula Volsky
5423,Erich Loest
5424,Sir Francis Chichester
5425,Jonathan Raban
5426,Scott B. Smith
5427,Shirley Temple Black
5428,Daniel Clowes
5429,Walter James Miller
5430,Mark Morris
5431,William Wordsworth
5432,Don Kurtz
5433,George C. Andrews
5434,Safian
5435,Victoria Looseleaf
5436,Eugene Stiles
5437,George Sand
5438,Rosemary Lloyd
5439,Richard Wrigley
5440,Jay Leno
5441,A.L. Alexander
5442,Daniel Defoe
5443,Mort Gale
5444,Mary Sanford Laurence
5445,C.G. Jung
5446,W. S. Dell
5447,Cary F. Baynes
5448,Gail Harvey
5449,Rebecca Shannonhouse
5450,Rizzoli
5451,Magnus Magnusson
5452,Hermann Palsson
5453,Paul Edwards
5454,Doug Peacock
5455,Miles Harvey
5456,Gay Talese
5457,Carl Stiner
5458,Deborah E. Crombie
5459,Ph.D.
5460,Phillip C. Mcgraw
5461,David Martin
5462,Elizabeth Marshall Thomas
5463,Greta K. Nagel
5464,Rick Mofina
5465,Marilu Henner
5466,Laura Morton
5467,Anthony Robbins
5468,Tom  Clancy
5469,A. Roger Merrill
5470,Rebecca R. Merri
5471,Anne Mcgee-Cooper
5472,Jane B Burka
5473,Joan Brady
5474,Perri O'Shaughnessy
5475,Carola Salisbury
5476,Katherine Paterson
5477,Mary Lewis
5478,Hickm
5479,James Hadley Chase
5480,Anne Rampling
5481,Bonnie Gabriel
5482,Eileen Dreyer
5483,Laura Childs
5484,Stephen W. Frey
5485,Henry Petroski
5486,Margaret Mitchell
5487,M.C. Beaton
5488,Peter Kline
5489,Thornton Wilder
5490,Carol Kruckeberg
5491,John Connolly
5492,John Steven Gurney
5493,John Steven
5494,Lee Davis Willoughby
5495,George Cable
5496,Laura Mcneal
5497,Nathaniel Benchley
5498,Arnold Lobel
5499,Steve Vance
5500,Lori Aurelia Williams
5501,Donald R. Gallo
5502,D M Thomas
5503,Angela Malone
5504,Tessa De Loo
5505,Ruth Levitt
5506,Julian Rathbone
5507,Guy Gavriel Kay
5508,Babette Cole
5509,Brian Hollingsworth
5510,Arthur Cook
5511,Jennie Hanks
5512,Bill Peet
5513,Monty Roberts
5514,Poul Anderson
5515,Edith Layton
5516,Elizabeth A. Scarborough
5517,Elizabeth
5518,Christine Feehan
5519,Elsie Clews Parsons
5520,Barbara Ardinger
5521,Brian Sibley
5522,Joseph Flynn
5523,Stuart Palmer
5524,J. Orde
5525,Linda Barnes
5526,North American Bear Co.
5527,Nicolas Fargues
5528,Edith Hamilton
5529,Edwin Abbott
5530,Jacob And Wilhelm Grimm
5531,Children'S Dover Thrift
5532,Miranda Lundy
5533,Carol Highsmith
5534,Ted Landphair
5535,Linda Jennings
5536,Winston Groom
5537,Todd Cramer
5538,Doug Munson
5539,Michael C. Eberhardt
5540,Thomas Keneally
5541,Susan Collin Marks
5542,Martin Lings
5543,Laura Siegel Gilberg
5544,O Park
5545,Donald D. Walsh
5546,Galway Kinnell
5547,William Bolitho
5548,David Bevington
5549,David Scott Ka
5550,Anatolian Treasures
5551,Rita Murphy
5552,Tony Tanner
5553,Edward Ziegler
5554,Ken Warren
5555,L. Neil Smith
5556,Simon R. Green
5557,Jemiah Jefferson
5558,Peggy Payne
5559,Robert R. Mccammon
5560,Paul Harding
5561,Tom Shroder
5562,Michael Dorris
5563,Penelope Smith
5564,Henry Rollins
5565,Charles G. Waugh
5566,Boston Teran
5567,Janette Oke
5568,Glenn Dabbs
5569,Laura Shaine Cunningham
5570,Meagan Mckinney
5571,Beverly Bird
5572,Robert Kroetsch
5573,Caroline Roe
5574,Susan Crosby
5575,Wendy Markham
5576,Barbara Holland
5577,D. W. Harding
5578,Edward Stewart
5579,Francis Roe
5580,Slavomir Rawicz
5581,Deborah Howe
5582,James Howe
5583,Alan Daniel
5584,John Peterson
5585,Roberta Carter Clark
5586,Lori Wick
5587,Judith Pella
5588,Lauraine Snelling
